bgc_id,GCF,class,genome_id,contig,start,end,product,contig_edge
BGC0000030.1,28;1440,PKSI,NA,NA,NA,NA,NA,NA
BGC0000031.1,29;1431,PKSI,NA,NA,NA,NA,NA,NA
BGC0000032.1,30;2096,PKSI,NA,NA,NA,NA,NA,NA
BGC0000033.1,31;1752;1284;958;1354,Others,NA,NA,NA,NA,NA,NA
BGC0000034.1,32;58,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000035.1,45;1301,PKSI,NA,NA,NA,NA,NA,NA
BGC0000036.1,34;963,PKSother,NA,NA,NA,NA,NA,NA
BGC0000037.1,35;1267,PKSI,NA,NA,NA,NA,NA,NA
BGC0000038.1,36;1904;1336,Others,NA,NA,NA,NA,NA,NA
BGC0000039.1,92,PKSI,NA,NA,NA,NA,NA,NA
BGC0000040.1,38;1903,PKSI,NA,NA,NA,NA,NA,NA
BGC0000041.1,39;158,PKSI,NA,NA,NA,NA,NA,NA
BGC0000042.1,40;1781,PKSI,NA,NA,NA,NA,NA,NA
BGC0000043.1,41;1175,PKSI,NA,NA,NA,NA,NA,NA
BGC0000044.1,42;158,PKSI,NA,NA,NA,NA,NA,NA
BGC0000045.1,43;1177,PKSI,NA,NA,NA,NA,NA,NA
BGC0000046.1,44;1177,PKSI,NA,NA,NA,NA,NA,NA
BGC0000047.1,45;1301,PKSI,NA,NA,NA,NA,NA,NA
BGC0000048.1,46;1440,PKSI,NA,NA,NA,NA,NA,NA
BGC0000050.1,47;158,PKSI,NA,NA,NA,NA,NA,NA
BGC0000051.1,48;158,PKSI,NA,NA,NA,NA,NA,NA
BGC0000052.1,49;1805,PKSI,NA,NA,NA,NA,NA,NA
BGC0000053.1,50;1904,PKSI,NA,NA,NA,NA,NA,NA
BGC0000054.1,51;87,PKSI,NA,NA,NA,NA,NA,NA
BGC0000055.1,52;87,PKSI,NA,NA,NA,NA,NA,NA
BGC0000056.1,53;1175,PKSI,NA,NA,NA,NA,NA,NA
BGC0000057.1,54;1185,PKSI,NA,NA,NA,NA,NA,NA
BGC0000058.1,55;1903,PKSI,NA,NA,NA,NA,NA,NA
BGC0000059.1,56;1903,PKSI,NA,NA,NA,NA,NA,NA
BGC0000060.1,57;1781,PKSI,NA,NA,NA,NA,NA,NA
BGC0000061.1,32;58,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000062.1,59;60,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000063.1,59;60,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000064.1,1194,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000065.1,62;1831,PKSother,NA,NA,NA,NA,NA,NA
BGC0000066.1,63;70,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000067.1,63;70;64,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000068.1,65;1435,PKSI,NA,NA,NA,NA,NA,NA
BGC0000069.1,66;158,PKSI,NA,NA,NA,NA,NA,NA
BGC0000070.1,67;148,PKSI,NA,NA,NA,NA,NA,NA
BGC0000072.1,68;158,PKSI,NA,NA,NA,NA,NA,NA
BGC0000073.1,69;1421,PKSI,NA,NA,NA,NA,NA,NA
BGC0000074.1,63;70,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000075.1,71;1883;1409;1417,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000076.1,72;73,PKSI,NA,NA,NA,NA,NA,NA
BGC0000077.1,72;73,PKSI,NA,NA,NA,NA,NA,NA
BGC0000078.1,74;1420;1354,Others,NA,NA,NA,NA,NA,NA
BGC0000079.1,75;1435,PKSI,NA,NA,NA,NA,NA,NA
BGC0000080.1,76;158,PKSI,NA,NA,NA,NA,NA,NA
BGC0000081.1,77;1831;2031;1904,Others,NA,NA,NA,NA,NA,NA
BGC0000082.1,78;1119;954,Others,NA,NA,NA,NA,NA,NA
BGC0000083.1,168,PKSother,NA,NA,NA,NA,NA,NA
BGC0000084.1,94,PKSI,NA,NA,NA,NA,NA,NA
BGC0000085.1,81;87,PKSI,NA,NA,NA,NA,NA,NA
BGC0000086.1,1540;83,PKSI,NA,NA,NA,NA,NA,NA
BGC0000087.1,1540;83,PKSI,NA,NA,NA,NA,NA,NA
BGC0000088.1,84;92,PKSI,NA,NA,NA,NA,NA,NA
BGC0000090.1,63;1883;85;1409,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000091.1,86;1013,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000092.1,87,PKSI,NA,NA,NA,NA,NA,NA
BGC0000093.1,88;94,PKSI,NA,NA,NA,NA,NA,NA
BGC0000094.1,89;158,PKSI,NA,NA,NA,NA,NA,NA
BGC0000096.1,1804;1904,PKSI,NA,NA,NA,NA,NA,NA
BGC0000097.1,1262;91,PKSI,NA,NA,NA,NA,NA,NA
BGC0000098.1,92,PKSI,NA,NA,NA,NA,NA,NA
BGC0000099.1,93;1850,PKSI,NA,NA,NA,NA,NA,NA
BGC0000100.1,94,PKSI,NA,NA,NA,NA,NA,NA
BGC0000101.1,95;1377,Others,NA,NA,NA,NA,NA,NA
BGC0000102.1,96,PKSI,NA,NA,NA,NA,NA,NA
BGC0000103.1,97;110,PKSI,NA,NA,NA,NA,NA,NA
BGC0000104.1,1267,PKSI,NA,NA,NA,NA,NA,NA
BGC0000105.1,99;1805,PKSI,NA,NA,NA,NA,NA,NA
BGC0000106.1,100;1644;1206;1670,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000107.1,101;1185,PKSI,NA,NA,NA,NA,NA,NA
BGC0000108.1,119;1579,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000109.1,103;1903,PKSI,NA,NA,NA,NA,NA,NA
BGC0000110.1,104;158,PKSI,NA,NA,NA,NA,NA,NA
BGC0000111.1,105;124,PKSI,NA,NA,NA,NA,NA,NA
BGC0000112.1,106;113;112,Others,NA,NA,NA,NA,NA,NA
BGC0000113.1,1804;1904,PKSI,NA,NA,NA,NA,NA,NA
BGC0000114.1,108;1421,PKSI,NA,NA,NA,NA,NA,NA
BGC0000115.1,110,PKSI,NA,NA,NA,NA,NA,NA
BGC0000116.1,110,PKSI,NA,NA,NA,NA,NA,NA
BGC0000117.1,111;1903,PKSI,NA,NA,NA,NA,NA,NA
BGC0000118.1,112;113,Others,NA,NA,NA,NA,NA,NA
BGC0000119.1,112;113,Others,NA,NA,NA,NA,NA,NA
BGC0000120.1,114;1200,PKSI,NA,NA,NA,NA,NA,NA
BGC0000121.1,115;1306,PKSI,NA,NA,NA,NA,NA,NA
BGC0000122.1,116;1558;336;1103,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000123.1,117;1904,PKSI,NA,NA,NA,NA,NA,NA
BGC0000124.1,118;158,PKSI,NA,NA,NA,NA,NA,NA
BGC0000125.1,119;1579,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000126.1,120;1435,PKSI,NA,NA,NA,NA,NA,NA
BGC0000127.1,121;122,PKSI,NA,NA,NA,NA,NA,NA
BGC0000128.1,122,PKSI,NA,NA,NA,NA,NA,NA
BGC0000129.1,123;1018,PKSI,NA,NA,NA,NA,NA,NA
BGC0000130.1,124,PKSI,NA,NA,NA,NA,NA,NA
BGC0000131.1,125;988,Others,NA,NA,NA,NA,NA,NA
BGC0000132.1,124,PKSI,NA,NA,NA,NA,NA,NA
BGC0000133.1,127;1904,PKSI,NA,NA,NA,NA,NA,NA
BGC0000134.1,128;1177,PKSI,NA,NA,NA,NA,NA,NA
BGC0000135.1,129;91,PKSI,NA,NA,NA,NA,NA,NA
BGC0000136.1,1644;130,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000137.1,1206;1644;131,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000138.1,132;957;1169;1679,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000140.1,133;888,PKSI,NA,NA,NA,NA,NA,NA
BGC0000141.1,134;1883;1904;96,Others,NA,NA,NA,NA,NA,NA
BGC0000142.1,135;1781,PKSI,NA,NA,NA,NA,NA,NA
BGC0000143.1,136;1903,PKSI,NA,NA,NA,NA,NA,NA
BGC0000144.1,137;963;1752;91,Others,NA,NA,NA,NA,NA,NA
BGC0000145.1,138;991,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000146.1,139;1200,PKSI,NA,NA,NA,NA,NA,NA
BGC0000147.1,140;1435,PKSI,NA,NA,NA,NA,NA,NA
BGC0000148.1,141;954,PKSI,NA,NA,NA,NA,NA,NA
BGC0000149.1,142;1903,PKSI,NA,NA,NA,NA,NA,NA
BGC0000150.1,143;958,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000151.1,144;1805,PKSI,NA,NA,NA,NA,NA,NA
BGC0000152.1,145;1901,PKSI,NA,NA,NA,NA,NA,NA
BGC0000153.1,146;1812,PKSI,NA,NA,NA,NA,NA,NA
BGC0000154.1,147;1850,PKSI,NA,NA,NA,NA,NA,NA
BGC0000156.1,148,PKSI,NA,NA,NA,NA,NA,NA
BGC0000157.1,149;150,PKSI,NA,NA,NA,NA,NA,NA
BGC0000158.1,149;150,PKSI,NA,NA,NA,NA,NA,NA
BGC0000159.1,151;91,PKSI,NA,NA,NA,NA,NA,NA
BGC0000160.1,152;1175,PKSI,NA,NA,NA,NA,NA,NA
BGC0000161.1,153;1901,PKSI,NA,NA,NA,NA,NA,NA
BGC0000162.1,154;954,PKSI,NA,NA,NA,NA,NA,NA
BGC0000163.1,155;91,PKSI,NA,NA,NA,NA,NA,NA
BGC0000164.1,156;1903,PKSI,NA,NA,NA,NA,NA,NA
BGC0000165.1,157;1895,PKSother,NA,NA,NA,NA,NA,NA
BGC0000166.1,16;158,PKSI,NA,NA,NA,NA,NA,NA
BGC0000167.1,159;1781,PKSI,NA,NA,NA,NA,NA,NA
BGC0000168.1,160;1750;148,Others,NA,NA,NA,NA,NA,NA
BGC0000170.1,161;1175,PKSI,NA,NA,NA,NA,NA,NA
BGC0000171.1,162;168,PKSother,NA,NA,NA,NA,NA,NA
BGC0000172.1,163;1220,PKSother,NA,NA,NA,NA,NA,NA
BGC0000173.1,164;1220,PKSother,NA,NA,NA,NA,NA,NA
BGC0000174.1,165;1680,PKSother,NA,NA,NA,NA,NA,NA
BGC0000175.1,166;1910;1022;168;937,Others,NA,NA,NA,NA,NA,NA
BGC0000176.1,167;1680,PKSother,NA,NA,NA,NA,NA,NA
BGC0000177.1,168,PKSother,NA,NA,NA,NA,NA,NA
BGC0000178.1,169;1908;1019;1044,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000179.1,170;1680,PKSother,NA,NA,NA,NA,NA,NA
BGC0000180.1,171;1910;932,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000181.1,1289,PKSother,NA,NA,NA,NA,NA,NA
BGC0000182.1,173;1022;1908,Others,NA,NA,NA,NA,NA,NA
BGC0000184.1,174;1680,PKSother,NA,NA,NA,NA,NA,NA
BGC0000185.1,175;1053,PKSother,NA,NA,NA,NA,NA,NA
BGC0000186.1,176;1819;1019;1044,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000187.1,177;202,Others,NA,NA,NA,NA,NA,NA
BGC0000188.1,178;882,Others,NA,NA,NA,NA,NA,NA
BGC0000189.1,179;1771,Others,NA,NA,NA,NA,NA,NA
BGC0000190.1,180;213,PKSother,NA,NA,NA,NA,NA,NA
BGC0000191.1,182;201,PKSother,NA,NA,NA,NA,NA,NA
BGC0000192.1,182;201,PKSother,NA,NA,NA,NA,NA,NA
BGC0000193.1,183;1466,Others,NA,NA,NA,NA,NA,NA
BGC0000194.1,216;217,PKSother,NA,NA,NA,NA,NA,NA
BGC0000195.1,185;1581,PKSother,NA,NA,NA,NA,NA,NA
BGC0000196.1,186;1852,Others,NA,NA,NA,NA,NA,NA
BGC0000197.1,187;220,PKSother,NA,NA,NA,NA,NA,NA
BGC0000198.1,188;1312,PKSother,NA,NA,NA,NA,NA,NA
BGC0000199.1,189;1852;217;1354,Others,NA,NA,NA,NA,NA,NA
BGC0000200.1,190;262,PKSother,NA,NA,NA,NA,NA,NA
BGC0000201.1,220,PKSother,NA,NA,NA,NA,NA,NA
BGC0000202.1,192;1610,PKSother,NA,NA,NA,NA,NA,NA
BGC0000203.1,220,PKSother,NA,NA,NA,NA,NA,NA
BGC0000204.1,194;262,PKSother,NA,NA,NA,NA,NA,NA
BGC0000205.1,195;1049,PKSother,NA,NA,NA,NA,NA,NA
BGC0000207.1,196;1732,Others,NA,NA,NA,NA,NA,NA
BGC0000208.1,197;262,PKSother,NA,NA,NA,NA,NA,NA
BGC0000209.1,198;256,PKSother,NA,NA,NA,NA,NA,NA
BGC0000210.1,199;1852;236,Others,NA,NA,NA,NA,NA,NA
BGC0000211.1,200;250,PKSother,NA,NA,NA,NA,NA,NA
BGC0000212.1,182;201,PKSother,NA,NA,NA,NA,NA,NA
BGC0000213.1,202,Others,NA,NA,NA,NA,NA,NA
BGC0000214.1,203;1466,PKSother,NA,NA,NA,NA,NA,NA
BGC0000215.1,1410,PKSother,NA,NA,NA,NA,NA,NA
BGC0000216.1,205;1312,PKSother,NA,NA,NA,NA,NA,NA
BGC0000217.1,206;1466,PKSother,NA,NA,NA,NA,NA,NA
BGC0000218.1,207;1466,PKSother,NA,NA,NA,NA,NA,NA
BGC0000219.1,208;262,PKSother,NA,NA,NA,NA,NA,NA
BGC0000220.1,209;1581,PKSother,NA,NA,NA,NA,NA,NA
BGC0000221.1,210;220,PKSother,NA,NA,NA,NA,NA,NA
BGC0000222.1,211;262,PKSother,NA,NA,NA,NA,NA,NA
BGC0000223.1,220,PKSother,NA,NA,NA,NA,NA,NA
BGC0000224.1,180;213,PKSother,NA,NA,NA,NA,NA,NA
BGC0000225.1,214;220,PKSother,NA,NA,NA,NA,NA,NA
BGC0000226.1,215;1610,PKSother,NA,NA,NA,NA,NA,NA
BGC0000227.1,216;217,PKSother,NA,NA,NA,NA,NA,NA
BGC0000228.1,216;217,PKSother,NA,NA,NA,NA,NA,NA
BGC0000229.1,1654;220;218,Others,NA,NA,NA,NA,NA,NA
BGC0000230.1,219;1411,PKSother,NA,NA,NA,NA,NA,NA
BGC0000231.1,220,PKSother,NA,NA,NA,NA,NA,NA
BGC0000232.1,221;1610,PKSother,NA,NA,NA,NA,NA,NA
BGC0000233.1,222;1410,PKSother,NA,NA,NA,NA,NA,NA
BGC0000234.1,1022;1610,PKSother,NA,NA,NA,NA,NA,NA
BGC0000235.1,1654;1610,PKSother,NA,NA,NA,NA,NA,NA
BGC0000236.1,1022;1610,PKSother,NA,NA,NA,NA,NA,NA
BGC0000237.1,226;227,PKSother,NA,NA,NA,NA,NA,NA
BGC0000238.1,227;1466;226,Others,NA,NA,NA,NA,NA,NA
BGC0000239.1,228;1022;1610;254,Others,NA,NA,NA,NA,NA,NA
BGC0000240.1,230;1581,PKSother,NA,NA,NA,NA,NA,NA
BGC0000241.1,230;1581,PKSother,NA,NA,NA,NA,NA,NA
BGC0000242.1,231;262,PKSother,NA,NA,NA,NA,NA,NA
BGC0000243.1,232;1090,Others,NA,NA,NA,NA,NA,NA
BGC0000244.1,233;1489,Others,NA,NA,NA,NA,NA,NA
BGC0000245.1,234;1654,PKSother,NA,NA,NA,NA,NA,NA
BGC0000246.1,235;236,PKSother,NA,NA,NA,NA,NA,NA
BGC0000247.1,236;1852;235,Others,NA,NA,NA,NA,NA,NA
BGC0000248.1,237;1610,PKSother,NA,NA,NA,NA,NA,NA
BGC0000249.1,238;1026,Others,NA,NA,NA,NA,NA,NA
BGC0000252.1,239;1090,Others,NA,NA,NA,NA,NA,NA
BGC0000253.1,1022;1610,PKSother,NA,NA,NA,NA,NA,NA
BGC0000254.1,241;256,PKSother,NA,NA,NA,NA,NA,NA
BGC0000255.1,242;1049,PKSother,NA,NA,NA,NA,NA,NA
BGC0000256.1,243;1410,PKSother,NA,NA,NA,NA,NA,NA
BGC0000257.1,244;1013,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000258.1,245;246,Others,NA,NA,NA,NA,NA,NA
BGC0000259.1,246,Others,NA,NA,NA,NA,NA,NA
BGC0000260.1,247;988,Others,NA,NA,NA,NA,NA,NA
BGC0000261.1,248;1312,PKSother,NA,NA,NA,NA,NA,NA
BGC0000262.1,249;1654;1022;1610;255,Others,NA,NA,NA,NA,NA,NA
BGC0000263.1,250,PKSother,NA,NA,NA,NA,NA,NA
BGC0000264.1,251;262,PKSother,NA,NA,NA,NA,NA,NA
BGC0000265.1,252;1466,Others,NA,NA,NA,NA,NA,NA
BGC0000266.1,253;262,PKSother,NA,NA,NA,NA,NA,NA
BGC0000267.1,254;1852;1610,Others,NA,NA,NA,NA,NA,NA
BGC0000268.1,255;1654,Others,NA,NA,NA,NA,NA,NA
BGC0000269.1,256,PKSother,NA,NA,NA,NA,NA,NA
BGC0000270.1,791;1022;1610,Others,NA,NA,NA,NA,NA,NA
BGC0000271.1,1410,PKSother,NA,NA,NA,NA,NA,NA
BGC0000272.1,259;1411,PKSother,NA,NA,NA,NA,NA,NA
BGC0000273.1,260;1610,PKSother,NA,NA,NA,NA,NA,NA
BGC0000274.1,261;1732;262,Others,NA,NA,NA,NA,NA,NA
BGC0000275.1,262,PKSother,NA,NA,NA,NA,NA,NA
BGC0000277.1,263;254,Saccharides,NA,NA,NA,NA,NA,NA
BGC0000278.1,1654,Others,NA,NA,NA,NA,NA,NA
BGC0000279.1,265;1411,PKSother,NA,NA,NA,NA,NA,NA
BGC0000280.1,266;267,PKSother,NA,NA,NA,NA,NA,NA
BGC0000281.1,266;267,PKSother,NA,NA,NA,NA,NA,NA
BGC0000282.1,268;1811,PKSother,NA,NA,NA,NA,NA,NA
BGC0000283.1,269;1377;670,Others,NA,NA,NA,NA,NA,NA
BGC0000284.1,270;1103,PKSother,NA,NA,NA,NA,NA,NA
BGC0000285.1,271;857,PKSother,NA,NA,NA,NA,NA,NA
BGC0000286.1,272;1029,PKSother,NA,NA,NA,NA,NA,NA
BGC0000287.1,273;1747,NRPS,NA,NA,NA,NA,NA,NA
BGC0000288.1,274;901,Others,NA,NA,NA,NA,NA,NA
BGC0000289.1,275;1828;435,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000290.1,276;1828;435,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000291.1,277;1277,NRPS,NA,NA,NA,NA,NA,NA
BGC0000292.1,278;1704,NRPS,NA,NA,NA,NA,NA,NA
BGC0000293.1,279;1033,Others,NA,NA,NA,NA,NA,NA
BGC0000294.1,280;1005,NRPS,NA,NA,NA,NA,NA,NA
BGC0000295.1,281;1489,Others,NA,NA,NA,NA,NA,NA
BGC0000296.1,282;430,NRPS,NA,NA,NA,NA,NA,NA
BGC0000297.1,283;1633,NRPS,NA,NA,NA,NA,NA,NA
BGC0000298.1,284;1633,NRPS,NA,NA,NA,NA,NA,NA
BGC0000299.1,285;300,Others,NA,NA,NA,NA,NA,NA
BGC0000300.1,286;1259,NRPS,NA,NA,NA,NA,NA,NA
BGC0000301.1,287;968,NRPS,NA,NA,NA,NA,NA,NA
BGC0000302.1,288;968;1698,Others,NA,NA,NA,NA,NA,NA
BGC0000303.1,289;408,NRPS,NA,NA,NA,NA,NA,NA
BGC0000304.1,290;1083,NRPS,NA,NA,NA,NA,NA,NA
BGC0000305.1,1407;1853,NRPS,NA,NA,NA,NA,NA,NA
BGC0000306.1,292;1886,NRPS,NA,NA,NA,NA,NA,NA
BGC0000307.1,293;1529,NRPS,NA,NA,NA,NA,NA,NA
BGC0000308.1,294;2022,NRPS,NA,NA,NA,NA,NA,NA
BGC0000309.1,295;1121,NRPS,NA,NA,NA,NA,NA,NA
BGC0000310.1,296;1724,NRPS,NA,NA,NA,NA,NA,NA
BGC0000311.1,435;1828;1364,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000312.1,298;325,NRPS,NA,NA,NA,NA,NA,NA
BGC0000313.1,299;325,NRPS,NA,NA,NA,NA,NA,NA
BGC0000314.1,300,Others,NA,NA,NA,NA,NA,NA
BGC0000315.1,1277,NRPS,NA,NA,NA,NA,NA,NA
BGC0000316.1,302;437,NRPS,NA,NA,NA,NA,NA,NA
BGC0000317.1,303;385,NRPS,NA,NA,NA,NA,NA,NA
BGC0000319.1,304;385,NRPS,NA,NA,NA,NA,NA,NA
BGC0000320.1,305;1633,NRPS,NA,NA,NA,NA,NA,NA
BGC0000321.1,306;1704,NRPS,NA,NA,NA,NA,NA,NA
BGC0000323.1,307;1229,NRPS,NA,NA,NA,NA,NA,NA
BGC0000324.1,308;1685,NRPS,NA,NA,NA,NA,NA,NA
BGC0000325.1,309;1652,NRPS,NA,NA,NA,NA,NA,NA
BGC0000326.1,310;421,NRPS,NA,NA,NA,NA,NA,NA
BGC0000327.1,311;958,NRPS,NA,NA,NA,NA,NA,NA
BGC0000328.1,312;1613,NRPS,NA,NA,NA,NA,NA,NA
BGC0000329.1,313;1785;1034,Others,NA,NA,NA,NA,NA,NA
BGC0000330.1,314;1873,NRPS,NA,NA,NA,NA,NA,NA
BGC0000331.1,316;968,NRPS,NA,NA,NA,NA,NA,NA
BGC0000332.1,316;968,NRPS,NA,NA,NA,NA,NA,NA
BGC0000333.1,317;1648,Others,NA,NA,NA,NA,NA,NA
BGC0000334.1,318;1826,NRPS,NA,NA,NA,NA,NA,NA
BGC0000335.1,319;1897;382;1865,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000336.1,320;1277,NRPS,NA,NA,NA,NA,NA,NA
BGC0000337.1,321;1529,NRPS,NA,NA,NA,NA,NA,NA
BGC0000339.1,322;430,NRPS,NA,NA,NA,NA,NA,NA
BGC0000340.1,323;688,NRPS,NA,NA,NA,NA,NA,NA
BGC0000341.1,324;1690,NRPS,NA,NA,NA,NA,NA,NA
BGC0000342.1,325,NRPS,NA,NA,NA,NA,NA,NA
BGC0000343.1,326;1259,NRPS,NA,NA,NA,NA,NA,NA
BGC0000344.1,327;1853,NRPS,NA,NA,NA,NA,NA,NA
BGC0000345.1,328;1712,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000346.1,329;1139;924;1712,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000347.1,330;1005,NRPS,NA,NA,NA,NA,NA,NA
BGC0000348.1,331;1033,NRPS,NA,NA,NA,NA,NA,NA
BGC0000349.1,332;1652,NRPS,NA,NA,NA,NA,NA,NA
BGC0000350.1,333;1395,NRPS,NA,NA,NA,NA,NA,NA
BGC0000351.1,334;1652,NRPS,NA,NA,NA,NA,NA,NA
BGC0000352.1,335;1005,NRPS,NA,NA,NA,NA,NA,NA
BGC0000353.1,336;1558;1335,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000354.1,337;1277,NRPS,NA,NA,NA,NA,NA,NA
BGC0000355.1,338;1083,NRPS,NA,NA,NA,NA,NA,NA
BGC0000356.1,339;1033,Others,NA,NA,NA,NA,NA,NA
BGC0000357.1,340;1083,NRPS,NA,NA,NA,NA,NA,NA
BGC0000359.1,341;430,NRPS,NA,NA,NA,NA,NA,NA
BGC0000360.1,342;430,NRPS,NA,NA,NA,NA,NA,NA
BGC0000361.1,343;1704,NRPS,NA,NA,NA,NA,NA,NA
BGC0000362.1,344;347,NRPS,NA,NA,NA,NA,NA,NA
BGC0000363.1,345;347,NRPS,NA,NA,NA,NA,NA,NA
BGC0000364.1,345;347,NRPS,NA,NA,NA,NA,NA,NA
BGC0000365.1,347;967;1335,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000366.1,348;1652,NRPS,NA,NA,NA,NA,NA,NA
BGC0000367.1,349;1724,NRPS,NA,NA,NA,NA,NA,NA
BGC0000368.1,350;1259,NRPS,NA,NA,NA,NA,NA,NA
BGC0000369.1,351;1816,NRPS,NA,NA,NA,NA,NA,NA
BGC0000371.1,352;1652,NRPS,NA,NA,NA,NA,NA,NA
BGC0000372.1,353;1704;1272,Others,NA,NA,NA,NA,NA,NA
BGC0000373.1,354;1169,NRPS,NA,NA,NA,NA,NA,NA
BGC0000374.1,355;1651,NRPS,NA,NA,NA,NA,NA,NA
BGC0000375.1,356;688,NRPS,NA,NA,NA,NA,NA,NA
BGC0000376.1,357;430,NRPS,NA,NA,NA,NA,NA,NA
BGC0000377.1,358;1698,NRPS,NA,NA,NA,NA,NA,NA
BGC0000378.1,359;1651,NRPS,NA,NA,NA,NA,NA,NA
BGC0000379.1,360;1277,NRPS,NA,NA,NA,NA,NA,NA
BGC0000380.1,361;960;974;1593,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000381.1,362;968,NRPS,NA,NA,NA,NA,NA,NA
BGC0000382.1,363;1395,NRPS,NA,NA,NA,NA,NA,NA
BGC0000383.1,364;997;947,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000384.1,365;1034,Others,NA,NA,NA,NA,NA,NA
BGC0000385.1,366;1875;1848;1639;937,Others,NA,NA,NA,NA,NA,NA
BGC0000386.1,367;1752,Others,NA,NA,NA,NA,NA,NA
BGC0000387.1,368;801,Others,NA,NA,NA,NA,NA,NA
BGC0000388.1,369;1698,NRPS,NA,NA,NA,NA,NA,NA
BGC0000389.1,370;1229,NRPS,NA,NA,NA,NA,NA,NA
