bgc_id,GCF,genome_id,contig,start,end,product,contig_edge,class
BNCN01000014.1.region002,4986;4091,GCA_014656495.1,BNCN01000014.1,153190,175487,thioamitides,FALSE,Others
BNCN01000015.1.region001,8055;4546,GCA_014656495.1,BNCN01000015.1,56296,77313,terpene,FALSE,Terpene
BNCN01000016.1.region001,4532,GCA_014656495.1,BNCN01000016.1,0,10598,RiPP-like,TRUE,RiPPs
BNCN01000016.1.region002,4990,GCA_014656495.1,BNCN01000016.1,90928,137396,T1PKS,FALSE,PKSI
BNCN01000019.1.region001,9087;1951,GCA_014656495.1,BNCN01000019.1,91122,114311,lanthipeptide-class-ii,FALSE,RiPPs
BNCN01000022.1.region001,1952;4955;5051,GCA_014656495.1,BNCN01000022.1,32343,54611,terpene,FALSE,Terpene
BNCN01000024.1.region001,6261;4547,GCA_014656495.1,BNCN01000024.1,0,35598,T1PKS;NRPS,TRUE,PKS-NRP_Hybrids
c00001_NZ_JAAA...region001,6639,GCF_009909105.1,c00001_NZ_JAAA..,215540,274494,NRPS,FALSE,PKS-NRP_Hybrids
c00001_NZ_JAAA...region002,6133,GCF_009909105.1,c00001_NZ_JAAA..,796461,817496,terpene,FALSE,NRPS
c00001_NZ_JAAA...region003,6952,GCF_009909105.1,c00001_NZ_JAAA..,920568,969205,T1PKS;NRPS,FALSE,Others
c00001_NZ_JAAA...region004,8555;2801,GCF_009909145.1,c00001_NZ_JAAA..,67317,114225,NRPS;T1PKS,FALSE,Terpene
c00001_NZ_JAAA...region005,6954,GCF_009909145.1,c00001_NZ_JAAA..,825389,868651,NRPS-like,FALSE,PKS-NRP_Hybrids
c00001_NZ_JAAI...region001,5170,GCF_010894455.1,c00001_NZ_JAAI..,83426,100694,siderophore,FALSE,Others
c00001_NZ_JAAI...region002,8398,GCF_010894455.1,c00001_NZ_JAAI..,129923,150352,phenazine,FALSE,Others
c00001_NZ_JAAI...region003,8399;6015,GCF_010894455.1,c00001_NZ_JAAI..,153016,198164,NRPS,FALSE,NRPS
c00001_NZ_JABB...region001,8400;5879,GCF_012933655.1,c00001_NZ_JABB..,4140,36296,T1PKS,TRUE,PKSI
c00001_NZ_JABN...region001,8401,GCF_013248865.1,c00001_NZ_JABN..,9119,30183,T3PKS,TRUE,PKSother
c00001_NZ_JABU...region001,8414,GCF_013336715.1,c00001_NZ_JABU..,180312,235934,NRPS;T1PKS,FALSE,PKS-NRP_Hybrids
c00002_NZ_JAAA...region001,6506;9176,GCF_009909105.1,c00002_NZ_JAAA..,424617,479688,NRPS;T1PKS,TRUE,PKS-NRP_Hybrids
c00002_NZ_JAAI...region001,8404;6910,GCF_010894455.1,c00002_NZ_JAAI..,105728,174451,NRPS;T1PKS,FALSE,PKS-NRP_Hybrids
c00002_NZ_JAAI...region002,8693,GCF_010894455.1,c00002_NZ_JAAI..,273956,284826,RiPP-like,FALSE,RiPPs
c00002_NZ_JAAI...region003,8406;9305,GCF_010894455.1,c00002_NZ_JAAI..,349548,405325,NRPS,TRUE,NRPS
c00002_NZ_JABE...region001,6236,GCF_012985235.1,c00002_NZ_JABE..,14212,29537,lanthipeptide-class-i,TRUE,RiPPs
c00002_NZ_JABF...region001,8408;8452,GCF_013116835.1,c00002_NZ_JABF..,4411,26681,thioamitides,FALSE,PKSother
c00002_NZ_JABU...region001,8555,GCF_013336705.1,c00002_NZ_JABU..,193419,215731,thioamitides,FALSE,Terpene
c00002_NZ_JABU...region002,8410;8471,GCF_013336715.1,c00002_NZ_JABU..,36297,103773,T1PKS;NRPS,FALSE,RiPPs
c00003_NZ_JAAA...region001,6607,GCF_009909105.1,c00003_NZ_JAAA..,149872,194282,NRPS-like,FALSE,NRPS
c00003_NZ_JAAI...region001,8412,GCF_010894455.1,c00003_NZ_JAAI..,322314,374091,terpene;NRPS,TRUE,Others
c00003_NZ_JABN...region001,9327;9192,GCF_013248865.1,c00003_NZ_JABN..,0,29779,thiopeptide;thioamitides,TRUE,Others
c00003_NZ_JABU...region001,8414,GCF_013336625.1,c00003_NZ_JABU..,54891,110513,NRPS;T1PKS,FALSE,PKS-NRP_Hybrids
c00003_NZ_JABX...region001,4541,GCF_013372585.1,c00003_NZ_JABX..,12874,27501,RRE-containing,TRUE,RiPPs
c00004_NZ_JAAA...region001,8701;9206,GCF_009909145.1,c00004_NZ_JAAA..,3788,60385,T1PKS;NRPS,FALSE,PKS-NRP_Hybrids
c00004_NZ_JAAA...region002,6513;8687,GCF_009909145.1,c00004_NZ_JAAA..,212379,224026,RiPP-like,FALSE,RiPPs
c00004_NZ_JAAI...region001,8418;4516,GCF_010894435.1,c00004_NZ_JAAI..,193886,216522,thioamitides,FALSE,Others
c00004_NZ_JAAI...region002,8555,GCF_010894455.1,c00004_NZ_JAAI..,41393,84495,NRPS-like,FALSE,Terpene
c00004_NZ_JABB...region001,8420;5170,GCF_012933655.1,c00004_NZ_JABB..,6331,23608,siderophore,FALSE,Others
c00004_NZ_JABF...region001,6905;5045,GCF_013116835.1,c00004_NZ_JABF..,7952,19641,RiPP-like,FALSE,RiPPs
c00004_NZ_JABU...region001,8555,GCF_013336715.1,c00004_NZ_JABU..,36755,59769,terpene,FALSE,Terpene
c00005_NZ_JAAA...region001,8830,GCF_009909105.1,c00005_NZ_JAAA..,104996,158252,NRPS;T1PKS,FALSE,Others
c00005_NZ_JAAI...region001,8424,GCF_010894435.1,c00005_NZ_JAAI..,146454,167969,indole,FALSE,Others
c00005_NZ_JAAI...region002,8425;6583,GCF_010894435.1,c00005_NZ_JAAI..,249706,324094,NRPS;T1PKS,TRUE,PKS-NRP_Hybrids
c00005_NZ_JABJ...region001,9290;8762;5874,GCF_013155575.1,c00005_NZ_JABJ..,0,29300,NRPS,TRUE,NRPS
c00005_NZ_JABU...region001,8427;4595,GCF_013336625.1,c00005_NZ_JABU..,34454,56716,terpene,FALSE,Terpene
c00005_NZ_JABU...region002,8428,GCF_013336705.1,c00005_NZ_JABU..,34119,56381,terpene,FALSE,RiPPs
c00005_NZ_JABX...region001,5301;8429,GCF_013372595.1,c00005_NZ_JABX..,0,34165,NRPS;T1PKS,TRUE,PKS-NRP_Hybrids
c00006_NZ_JAAA...region001,6520;6055,GCF_009909145.1,c00006_NZ_JAAA..,148733,189831,T3PKS,FALSE,PKSother
c00006_NZ_JAAE...region001,8431;5271,GCF_010998655.1,c00006_NZ_JAAE..,0,25003,NRPS,TRUE,NRPS
c00006_NZ_JAAI...region001,9086;8604,GCF_010894455.1,c00006_NZ_JAAI..,98032,120452,thioamitides,FALSE,Others
c00006_NZ_JABB...region001,8433,GCF_012933655.1,c00006_NZ_JABB..,0,35633,NRPS,TRUE,NRPS
c00006_NZ_JABE...region001,8924;8692,GCF_012985225.1,c00006_NZ_JABE..,0,32082,NRPS,TRUE,NRPS
c00006_NZ_JABU...region001,8620,GCF_013336625.1,c00006_NZ_JABU..,675,119875,NRPS;T1PKS,FALSE,PKS-NRP_Hybrids
c00006_NZ_JABU...region002,8693,GCF_013336625.1,c00006_NZ_JABU..,187536,198403,RiPP-like,FALSE,RiPPs
c00007_NZ_JAAE...region001,9038;8437,GCF_010998655.1,c00007_NZ_JAAE..,0,25530,NRPS,TRUE,NRPS
c00007_NZ_JAAI...region001,8438,GCF_010894435.1,c00007_NZ_JAAI..,0,54143,lanthipeptide-class-i;T1PKS;NRPS-like;lanthipeptide-class-ii,TRUE,Others
c00007_NZ_JAAI...region002,8439;6056,GCF_010894435.1,c00007_NZ_JAAI..,74512,122644,T1PKS;NRPS,FALSE,PKS-NRP_Hybrids
c00007_NZ_JABE...region001,8443;6560,GCF_012985225.1,c00007_NZ_JABE..,0,31943,NRPS;T1PKS,TRUE,PKS-NRP_Hybrids
c00007_NZ_JABF...region001,4543;6873,GCF_013116825.1,c00007_NZ_JABF..,0,32172,NRPS;RiPP-like,TRUE,Others
c00007_NZ_JABJ...region001,6236,GCF_013155575.1,c00007_NZ_JABJ..,13480,29230,lanthipeptide-class-i,TRUE,RiPPs
c00007_NZ_JABN...region001,8443;6560,GCF_013248915.1,c00007_NZ_JABN..,0,28693,T1PKS;NRPS,TRUE,PKS-NRP_Hybrids
c00007_NZ_JABU...region001,8444,GCF_013336625.1,c00007_NZ_JABU..,12966,67991,NRPS;NRPS-like,FALSE,NRPS
c00007_NZ_JABU...region002,8718;8445,GCF_013336625.1,c00007_NZ_JABU..,80965,134063,NRPS,FALSE,NRPS
c00008_NZ_JAAI...region001,8446;6873,GCF_010894435.1,c00008_NZ_JAAI..,247,64155,NRPS;RiPP-like,FALSE,Others
c00008_NZ_JAAI...region002,8447,GCF_010894435.1,c00008_NZ_JAAI..,113573,189855,NRPS;T1PKS,FALSE,PKS-NRP_Hybrids
c00008_NZ_JABU...region001,6716,GCF_013336625.1,c00008_NZ_JABU..,120251,180243,RiPP-like;NRPS;indole,FALSE,Others
c00008_NZ_JABX...region001,8555,GCF_013372595.1,c00008_NZ_JABX..,15511,33634,terpene,TRUE,Terpene
c00009_NZ_JAAA...region001,8450,GCF_009909145.1,c00009_NZ_JAAA..,8682,49373,thiopeptide;thioamitides,FALSE,Others
c00009_NZ_JABE...region001,9213;9326;6633,GCF_012985235.1,c00009_NZ_JABE..,0,28610,NRPS,TRUE,NRPS
c00009_NZ_JABF...region001,8408;8452,GCF_013116615.1,c00009_NZ_JABF..,16911,25600,RiPP-like,TRUE,PKSother
c00009_NZ_JABU...region001,8486,GCF_013336645.1,c00009_NZ_JABU..,4864,27479,thioamitides,FALSE,NRPS
c00009_NZ_JABX...region001,4532,GCF_013372585.1,c00009_NZ_JABX..,11490,22354,RiPP-like,FALSE,RiPPs
c00010_NZ_JAAA...region001,6002;6111,GCF_009909145.1,c00010_NZ_JAAA..,83823,94669,RiPP-like,FALSE,RiPPs
c00010_NZ_JAAI...region001,8456,GCF_010894455.1,c00010_NZ_JAAI..,0,24685,NRPS,TRUE,NRPS
c00010_NZ_JABF...region001,9210,GCF_013116615.1,c00010_NZ_JABF..,0,25528,T1PKS;NRPS,TRUE,PKS-NRP_Hybrids
c00010_NZ_JABU...region001,8428,GCF_013336625.1,c00010_NZ_JABU..,73440,98431,thiopeptide;LAP,FALSE,RiPPs
c00011_NZ_JAAA...region001,6236,GCF_009909105.1,c00011_NZ_JAAA..,5061,29656,lanthipeptide-class-i,FALSE,RiPPs
c00011_NZ_JAAA...region002,6506;9206,GCF_009909105.1,c00011_NZ_JAAA..,62652,104021,NRPS;T1PKS,TRUE,PKS-NRP_Hybrids
c00011_NZ_JAAE...region001,4541,GCF_010998615.1,c00011_NZ_JAAE..,24662,44959,RRE-containing,FALSE,RiPPs
c00011_NZ_JAAE...region002,8057;8078,GCF_010998615.1,c00011_NZ_JAAE..,73769,156588,NRPS;T1PKS,FALSE,PKS-NRP_Hybrids
c00011_NZ_JAAI...region001,8958;8950,GCF_010894405.1,c00011_NZ_JAAI..,81140,101437,RRE-containing,FALSE,Others
c00011_NZ_JAAI...region002,8829;8948,GCF_010894405.1,c00011_NZ_JAAI..,140964,272021,NRPS;T1PKS,FALSE,NRPS
c00011_NZ_JAAI...region003,834,GCF_010894435.1,c00011_NZ_JAAI..,146224,229363,NRPS;ladderane,FALSE,NRPS
c00011_NZ_JAAI...region004,6142,GCF_010894435.1,c00011_NZ_JAAI..,258402,317708,NRPS;NRPS-like,FALSE,Terpene
c00011_NZ_JABB...region001,8700,GCF_012933655.1,c00011_NZ_JABB..,11,60526,NRPS,FALSE,NRPS
c00011_NZ_JABF...region001,8829,GCF_013116705.1,c00011_NZ_JABF..,7241,61086,NRPS,FALSE,NRPS
c00011_NZ_JABJ...region001,9190,GCF_013155195.1,c00011_NZ_JABJ..,71736,91919,terpene,TRUE,Terpene
c00011_NZ_JABU...region001,8470,GCF_013336625.1,c00011_NZ_JABU..,20710,80507,NRPS;T1PKS,FALSE,PKS-NRP_Hybrids
c00011_NZ_JABU...region002,8410;8471,GCF_013336625.1,c00011_NZ_JABU..,203604,214453,RiPP-like,FALSE,RiPPs
c00011_NZ_JABU...region003,8472;8699,GCF_013336625.1,c00011_NZ_JABU..,484581,526534,resorcinol,FALSE,Others
c00011_NZ_JABU...region004,9242;4580,GCF_013336625.1,c00011_NZ_JABU..,733996,780989,T1PKS,FALSE,PKSI
c00011_NZ_JABU...region005,8474;8690,GCF_013336625.1,c00011_NZ_JABU..,1046627,1069242,thioamitides,FALSE,Others
c00011_NZ_JABU...region006,8470,GCF_013336705.1,c00011_NZ_JABU..,308716,331331,thioamitides,FALSE,PKS-NRP_Hybrids
c00011_NZ_JABX...region001,834,GCF_013372585.1,c00011_NZ_JABX..,21253,62539,NRPS-like,FALSE,NRPS
c00011_NZ_JABX...region002,8477;8829,GCF_013372585.1,c00011_NZ_JABX..,115074,146730,NRPS-like;NRPS,TRUE,NRPS
c00012_NZ_JAAA...region001,6500,GCF_009909105.1,c00012_NZ_JAAA..,644764,719012,NRPS;T1PKS,FALSE,Terpene
c00012_NZ_JAAA...region002,6252,GCF_009909105.1,c00012_NZ_JAAA..,745124,771842,LAP;RiPP-like,FALSE,RiPPs
c00012_NZ_JAAA...region003,9205,GCF_009909105.1,c00012_NZ_JAAA..,909955,920828,RiPP-like,FALSE,RiPPs
c00012_NZ_JAAA...region004,7678;9305,GCF_009909105.1,c00012_NZ_JAAA..,927749,978712,NRPS,FALSE,NRPS
c00012_NZ_JAAA...region005,6652,GCF_009909105.1,c00012_NZ_JAAA..,1024563,1068328,NRPS,FALSE,NRPS
c00012_NZ_JAAA...region006,7666,GCF_009909105.1,c00012_NZ_JAAA..,1141143,1161458,RRE-containing,FALSE,RiPPs
c00012_NZ_JAAA...region007,6644;9189,GCF_009909105.1,c00012_NZ_JAAA..,1185601,1230308,NRPS;T1PKS,TRUE,PKS-NRP_Hybrids
c00012_NZ_JAAI...region001,8485,GCF_010894455.1,c00012_NZ_JAAI..,176078,199300,lanthipeptide-class-ii,FALSE,RiPPs
c00012_NZ_JABU...region001,8486,GCF_013336625.1,c00012_NZ_JABU..,164362,200036,NRPS,TRUE,NRPS
c00013_NZ_JAAA...region001,8487;6975,GCF_009909105.1,c00013_NZ_JAAA..,38783,61999,lanthipeptide-class-ii,FALSE,PKS-NRP_Hybrids
c00013_NZ_JAAI...region001,8488,GCF_010894435.1,c00013_NZ_JAAI..,0,52415,NRPS,TRUE,NRPS
c00013_NZ_JABB...region001,8489,GCF_012933655.1,c00013_NZ_JABB..,1445,13179,RiPP-like,FALSE,RiPPs
c00013_NZ_JABF...region001,6527,GCF_013116705.1,c00013_NZ_JABF..,0,27880,NRPS;T1PKS,TRUE,PKS-NRP_Hybrids
c00014_NZ_JAAA...region001,8573,GCF_009909105.1,c00014_NZ_JAAA..,0,33656,NRPS,TRUE,PKS-NRP_Hybrids
c00014_NZ_JAAI...region001,6143,GCF_010894405.1,c00014_NZ_JAAI..,208351,255442,RRE-containing;NRPS-like;RiPP-like,FALSE,PKS-NRP_Hybrids
c00014_NZ_JAAI...region002,8493;4595,GCF_010894405.1,c00014_NZ_JAAI..,296988,319253,terpene,FALSE,Terpene
c00014_NZ_JABE...region001,8833;6471,GCF_012985225.1,c00014_NZ_JABE..,0,30737,transAT-PKS,TRUE,PKSother
c00014_NZ_JABF...region001,5864,GCF_013116705.1,c00014_NZ_JABF..,8114,27810,blactam,TRUE,Others
c00015_NZ_JAAA...region001,9209,GCF_009909105.1,c00015_NZ_JAAA..,0,30545,NRPS,TRUE,Terpene
c00015_NZ_JABJ...region001,7666,GCF_013155195.1,c00015_NZ_JABJ..,15708,30440,RRE-containing,TRUE,RiPPs
c00015_NZ_JABU...region001,8534;4569,GCF_013336715.1,c00015_NZ_JABU..,71250,82948,RiPP-like,FALSE,RiPPs
c00016_NZ_JAAA...region001,6974,GCF_009909145.1,c00016_NZ_JAAA..,114,94777,T1PKS;NRPS,FALSE,PKS-NRP_Hybrids
c00016_NZ_JAAA...region002,6974,GCF_009909145.1,c00016_NZ_JAAA..,98034,126813,T1PKS;NRPS-like,TRUE,PKS-NRP_Hybrids
c00016_NZ_JAAI...region001,8501,GCF_010894405.1,c00016_NZ_JAAI..,3127,170566,NRPS;T1PKS,FALSE,Others
c00016_NZ_JAAI...region002,8693,GCF_010894405.1,c00016_NZ_JAAI..,217389,239677,thioamitides,FALSE,RiPPs
c00017_NZ_JAAA...region001,7669,GCF_009909105.1,c00017_NZ_JAAA..,0,29935,T1PKS;NRPS,TRUE,NRPS
c00017_NZ_JAAI...region001,4587,GCF_010894435.1,c00017_NZ_JAAI..,96034,116343,RRE-containing,FALSE,RiPPs
c00017_NZ_JAAI...region002,4587,GCF_010894455.1,c00017_NZ_JAAI..,22,22353,NRPS,FALSE,RiPPs
c00017_NZ_JAAI...region003,8977,GCF_010894455.1,c00017_NZ_JAAI..,103096,123393,RRE-containing,FALSE,NRPS
c00017_NZ_JABF...region001,8796;7658,GCF_013116705.1,c00017_NZ_JABF..,0,27529,NRPS,TRUE,NRPS
c00017_NZ_JABX...region001,8508,GCF_013372585.1,c00017_NZ_JABX..,0,19855,T1PKS;NRPS,TRUE,PKS-NRP_Hybrids
c00018_NZ_JAAA...region001,6970;9203,GCF_009909145.1,c00018_NZ_JAAA..,0,41913,NRPS,TRUE,NRPS
c00018_NZ_JAAI...region001,8510;6055,GCF_010894435.1,c00018_NZ_JAAI..,103786,144872,T3PKS,FALSE,PKSother
c00018_NZ_JABN...region001,8511;7671;6646,GCF_013248865.1,c00018_NZ_JABN..,0,27999,NRPS,TRUE,NRPS
c00018_NZ_JABU...region001,8552;8601,GCF_013336705.1,c00018_NZ_JABU..,61971,105484,NRPS,TRUE,NRPS
c00018_NZ_JABX...region001,8700,GCF_013372585.1,c00018_NZ_JABX..,0,19579,NRPS,TRUE,NRPS
c00019_NZ_JAAI...region001,8514;8515,GCF_010894405.1,c00019_NZ_JAAI..,87209,98058,RiPP-like,FALSE,NRPS
c00019_NZ_JAAI...region002,9160;8515,GCF_010894405.1,c00019_NZ_JAAI..,213231,255402,NRPS;NRPS-like,TRUE,NRPS
c00019_NZ_JABF...region001,7669,GCF_013116615.1,c00019_NZ_JABF..,0,24253,NRPS-like,TRUE,NRPS
c00019_NZ_JABJ...region001,8511;7671;6646,GCF_013155175.1,c00019_NZ_JABJ..,0,25604,NRPS,TRUE,NRPS
c00019_NZ_JABU...region001,8638,GCF_013336625.1,c00019_NZ_JABU..,123195,166590,NRPS;T1PKS,TRUE,PKS-NRP_Hybrids
c00020_NZ_JAAI...region001,6508;6111,GCF_010894405.1,c00020_NZ_JAAI..,0,23028,NRPS,TRUE,RiPPs
c00020_NZ_JABF...region001,8520;6113,GCF_013116705.1,c00020_NZ_JABF..,0,26621,NRPS,TRUE,NRPS
c00021_NZ_JAAI...region001,8521;4947;5591,GCF_010894405.1,c00021_NZ_JAAI..,259904,337950,NRPS;T1PKS,FALSE,PKS-NRP_Hybrids
c00021_NZ_JAAI...region002,8693,GCF_010894405.1,c00021_NZ_JAAI..,402405,412731,RiPP-like,FALSE,RiPPs
c00021_NZ_JAAI...region003,8523,GCF_010894405.1,c00021_NZ_JAAI..,668685,699377,lanthipeptide-class-ii;RiPP-like,FALSE,RiPPs
c00021_NZ_JAAI...region004,8524,GCF_010894405.1,c00021_NZ_JAAI..,797452,808289,RiPP-like,FALSE,RiPPs
c00021_NZ_JABB...region001,1820,GCF_012933655.1,c00021_NZ_JABB..,0,33237,T2PKS,TRUE,PKSother
c00021_NZ_JABE...region001,6500,GCF_012985225.1,c00021_NZ_JABE..,0,14388,terpene,TRUE,Terpene
c00022_NZ_JAAI...region001,8527,GCF_010894405.1,c00022_NZ_JAAI..,147376,217366,T1PKS;NRPS-like,FALSE,NRPS
c00022_NZ_JAAI...region002,8528;5303;8690,GCF_010894435.1,c00022_NZ_JAAI..,135006,191602,NRPS,FALSE,Others
c00022_NZ_JABF...region001,8063,GCF_013116705.1,c00022_NZ_JABF..,24158,65244,T3PKS,FALSE,PKS-NRP_Hybrids
c00022_NZ_JABJ...region001,9203,GCF_013155175.1,c00022_NZ_JABJ..,0,37196,T1PKS,TRUE,NRPS
c00022_NZ_JABU...region001,8531;5090,GCF_013336625.1,c00022_NZ_JABU..,423082,539598,NRPS;T1PKS;T3PKS,FALSE,PKS-NRP_Hybrids
c00022_NZ_JABU...region002,8718;8445,GCF_013336645.1,c00022_NZ_JABU..,0,56178,NRPS;T1PKS,TRUE,NRPS
c00022_NZ_JABU...region003,8533,GCF_013336705.1,c00022_NZ_JABU..,863650,980635,T3PKS;T1PKS;NRPS,FALSE,PKS-NRP_Hybrids
c00022_NZ_JABU...region004,8534;4569,GCF_013336715.1,c00022_NZ_JABU..,1074426,1191054,T3PKS;T1PKS;NRPS,FALSE,RiPPs
c00022_NZ_JABU...region005,9200,GCF_013336715.1,c00022_NZ_JABU..,1680528,1705519,thiopeptide;LAP,FALSE,PKS-NRP_Hybrids
c00022_NZ_JABX...region001,8934,GCF_013372605.1,c00022_NZ_JABX..,50236,87655,NRPS,TRUE,NRPS
c00023_NZ_JAAA...region001,9327;9192,GCF_009909105.1,c00023_NZ_JAAA..,25884,78190,NRPS,FALSE,Others
c00023_NZ_JAAA...region002,6267,GCF_009909105.1,c00023_NZ_JAAA..,805525,847350,NRPS-like,FALSE,PKS-NRP_Hybrids
c00023_NZ_JAAA...region003,9191;8554;7660,GCF_009909105.1,c00023_NZ_JAAA..,866259,886691,phenazine,FALSE,Others
c00023_NZ_JAAA...region004,9299;6627,GCF_009909105.1,c00023_NZ_JAAA..,930388,975530,NRPS,FALSE,NRPS
c00023_NZ_JAAI...region001,8541;6113,GCF_010894435.1,c00023_NZ_JAAI..,331,38217,NRPS,FALSE,NRPS
c00023_NZ_JAAI...region002,8542,GCF_010894435.1,c00023_NZ_JAAI..,41646,118960,NRPS;T1PKS,FALSE,PKS-NRP_Hybrids
c00023_NZ_JABB...region001,8543,GCF_012933655.1,c00023_NZ_JABB..,0,33034,T1PKS,TRUE,PKSI
c00023_NZ_JABF...region001,8544,GCF_013116615.1,c00023_NZ_JABF..,0,23515,T1PKS,TRUE,PKSI
c00023_NZ_JABJ...region001,6254,GCF_013155175.1,c00023_NZ_JABJ..,10772,25475,lanthipeptide-class-ii,TRUE,RiPPs
c00023_NZ_JABN...region001,6520;7650,GCF_013248865.1,c00023_NZ_JABN..,0,26997,NRPS,TRUE,PKSother
c00024_NZ_JAAI...region001,8547,GCF_010894435.1,c00024_NZ_JAAI..,0,50626,NRPS,TRUE,NRPS
c00024_NZ_JABJ...region001,6643,GCF_013155195.1,c00024_NZ_JABJ..,0,15724,lanthipeptide-class-i,TRUE,Terpene
c00024_NZ_JABN...region001,8549,GCF_013248915.1,c00024_NZ_JABN..,3514,26358,PKS-like,TRUE,PKSother
c00024_NZ_JABU...region001,8638,GCF_013336705.1,c00024_NZ_JABU..,23446,67756,NRPS;T1PKS,TRUE,PKS-NRP_Hybrids
c00025_NZ_JAAA...region001,6845;9194;6565,GCF_009909105.1,c00025_NZ_JAAA..,0,2957,NRPS-like,TRUE,NRPS
c00025_NZ_JAAI...region001,8552;8601,GCF_010894455.1,c00025_NZ_JAAI..,65192,114581,NRPS,TRUE,NRPS
c00025_NZ_JABF...region001,9213;7677,GCF_013116705.1,c00025_NZ_JABF..,0,26227,NRPS,TRUE,NRPS
c00025_NZ_JABJ...region001,9191;8554;7660,GCF_013155175.1,c00025_NZ_JABJ..,0,24607,arylpolyene,TRUE,Others
c00025_NZ_JABU...region001,8555,GCF_013336625.1,c00025_NZ_JABU..,81357,104371,terpene,FALSE,Terpene
c00026_NZ_JAAI...region001,8556,GCF_010894435.1,c00026_NZ_JAAI..,1636,87204,NRPS;NRPS-like,TRUE,NRPS
c00026_NZ_JABN...region001,8717,GCF_013248865.1,c00026_NZ_JABN..,0,26803,NRPS,TRUE,NRPS
c00027_NZ_JABB...region001,6748,GCF_012933655.1,c00027_NZ_JABB..,0,26914,NRPS,TRUE,NRPS
c00027_NZ_JABE...region001,8559,GCF_012985235.1,c00027_NZ_JABE..,462,25546,transAT-PKS-like,TRUE,PKSother
